x,y,color,marker
-0.3441421772258302,0.5394181907761024,red,^
0.4296380297046818,0.9976859057179603,red,^
-0.9541322248964719,0.2725519066623294,red,^
0.3315196399495397,1.7181307129356367,red,^
0.4711869639226063,1.1368739581552445,red,^
0.9009669023301443,0.15173765284967078,red,^
0.18623246585872288,1.8465271084314485,red,^
0.7852835268032536,1.2463523166683128,red,^
0.9522024371756865,1.4619154387339175,red,^
0.6748968876454144,0.22287948832987325,red,^
-0.47234968878373507,1.9351538217835236,red,^
0.6830931212531712,1.5663691236238886,red,^
0.7160639151953632,1.183829034767347,red,^
-0.13061020774585175,0.10798884350124527,red,^
-0.6542851084820491,1.695529083078766,red,^
0.5508231763402023,1.080874945474832,red,^
0.22747149781648268,1.5707809472597813,red,^
-0.6413411214703038,1.1886319946189228,red,^
-0.2948623953029885,0.5038282038017328,red,^
0.5038308834208478,1.7285989217953357,red,^
0.13246317472335467,1.0052007174357147,red,^
0.06375572481947689,1.8319486269970275,red,^
0.9376809439969476,1.4322040224275285,red,^
0.5383954738529912,1.3443341857300761,red,^
-0.09303781001672173,0.5563425061945122,red,^
-0.5376084597088966,0.5449618613576295,red,^
0.6098175056343429,0.8198085659349452,red,^
-0.5187936042262125,0.18364797418458356,red,^
0.8607833148986574,0.07363650637169061,red,^
-0.4065694468472103,0.4955068037908874,red,^
0.20743984333324872,0.7573032936999446,red,^
0.5534347460071019,0.42878517426314544,red,^
0.01999285427738151,0.8686159703253995,red,^
-0.05524516302632021,0.8595850704561507,red,^
0.5077913491707964,1.1141333655071952,red,^
0.3917739414904555,0.03687194105116709,red,^
-0.19222423153600365,0.5821360293283269,red,^
-0.5497704697453374,0.06373160467212058,red,^
-0.2074095790227195,1.4698540088830863,red,^
0.4446996147568323,1.7176421737557193,red,^
-0.6338345552333047,1.1581656128246378,red,^
0.5503488385868771,1.371810758565218,red,^
0.5345864127105797,0.5310451318886695,red,^
0.11744900969548477,0.8474614869750705,red,^
0.4282054038096641,1.2913774197259171,red,^
-0.7840790426645841,1.3650377576452128,red,^
0.1392891026132248,0.7882650215907341,red,^
0.9258777070728277,0.9275835998843318,red,^
0.8560310088989709,0.9558174858610355,red,^
0.2597128100052508,0.5813088809922611,red,^
-0.6216130129149156,0.5151546831218408,red,^
0.49789562608870996,1.0699602100027614,red,^
0.7594127122209593,1.6057815350428442,red,^
-0.47004360680572166,1.1374868420454989,red,^
0.584034504127283,1.9221564099787392,red,^
-0.637590798364656,1.0785362674253758,red,^
-0.6732552957874165,0.20523592580790284,red,^
-0.4628900663661313,1.973790362241356,red,^
-0.7096992083053035,1.1874691332640515,red,^
0.014115977246400124,0.4758703669877826,red,^
-0.9525045552869709,0.1321166794772748,red,^
-0.5492497923123434,1.5366056821321008,red,^
-0.48536723090159906,0.14487516459906113,red,^
0.10146364668600394,1.8143982788296074,red,^
0.9539832726457278,0.05198269025581004,red,^
-0.24333617691864906,1.7169717652933174,red,^
-0.8415260938791913,1.772688728353561,red,^
0.9532482892010148,0.2656341297766278,red,^
0.7480466800798558,0.999331081566301,red,^
